,author,title,date,
7079,metaphorz,accuracy error in positioning?,2004-11-08 01:21:00,
7080,Vair,absent class file,2004-11-08 03:50:00,
7081,fjen,absent class file,2004-11-08 17:05:00,
7082,Vair,absent class file,2004-11-08 17:30:00,
7083,Vair,absent class file,2004-11-08 18:09:00,
7084,fjen,absent class file,2004-11-08 20:06:00,
7085,lunetta,isight + windows = p5 crash,2004-11-08 09:16:00,
7086,fjen,export for web & data-subfolder,2004-11-17 21:51:00,
7087,rohit,QTJava.zip download,2004-11-19 06:22:00,
7088,fjen,QTJava.zip download,2004-11-19 14:08:00,
7089,yan_g,keyboard shortcut (not really a bug),2004-11-21 01:16:00,
7090,_C,strange iterator output,2004-11-23 01:06:00,
7091,TomC,strange iterator output,2004-11-23 01:11:00,
7092,Digarch,Main Class not found,2004-11-26 08:59:00,
7093,Maarten,Moved: blend() ignores transforms,2005-01-06 21:45:00,
7094,alexic,error: could not start EventLogger,2005-01-07 07:55:00,
7095,Christopher,Processing main-class missing?,2005-01-17 00:54:00,
7096,ubik,Processing main-class missing?,2005-03-15 14:50:00,
7097,fry,Processing main-class missing?,2005-03-15 14:53:00,
7098,ubik,Processing main-class missing?,2005-03-22 11:11:00,
7099,fry,Processing main-class missing?,2005-03-22 16:41:00,
7100,mad,inconsistent transparency,2005-01-17 20:20:00,
7101,amoeba,MacOS X image won't mount (OSX 10.2.8),2003-10-13 19:16:00,
7102,Jerronimo,MacOS X image won't mount (OSX 10.2.8),2003-10-13 20:01:00,
7103,mohn,MacOS X image won't mount (OSX 10.2.8),2003-10-13 23:34:00,
7104,Jerronimo,MacOS X image won't mount (OSX 10.2.8),2003-10-14 05:17:00,
7105,amoeba,MacOS X image won't mount (OSX 10.2.8),2003-10-14 20:05:00,
7106,murphy10,MacOS X image won't mount (OSX 10.2.8),2005-01-16 00:15:00,
7107,Florito,"text(data,x,y) corrupts 'data'",2005-01-19 11:59:00,
7108,toxi,"text(data,x,y) corrupts 'data'",2005-01-19 12:17:00,
7109,alexic,rect strokeWeight>1 and alpha,2005-01-20 01:28:00,
7110,Stephen,Quicktime Library Memory Leak,2005-01-21 18:24:00,
7111,Stephen,Quicktime Library Memory Leak,2005-01-21 19:31:00,
7112,alexic,more of a 'feature' than a bug (ellipse -y),2005-01-29 09:57:00,
7113,1668man,With win xp service pack 2?,2005-02-03 18:20:00,
7114,TMTD,Moved: Missing QTJava.zip file,2005-02-14 01:34:00,
7115,st33d,"strokeWeight and line(x,y,z)",2005-02-14 20:50:00,
7116,oniseijin,Windows XP Run Failure. ,2005-02-21 12:46:00,
7117,fry,Windows XP Run Failure. ,2005-02-21 17:58:00,
7118,oniseijin,Windows XP Run Failure. ,2005-02-22 01:14:00,
7119,fry,Help! Processing Won't Start!,2005-02-21 17:58:00,
7120,fry,Help! Processing Won't Start!,2005-03-15 14:54:00,
7121,belringer,quicktime doesn't like code folder,2005-02-27 14:31:00,
7122,fry,quicktime doesn't like code folder,2005-02-27 18:07:00,
7123,fry,quicktime doesn't like code folder,2005-02-27 18:21:00,
7124,belringer,quicktime doesn't like code folder,2005-02-28 02:11:00,
7125,belringer,quicktime doesn't like code folder,2005-02-28 03:19:00,
7126,Aarti,Keyboard not working,2005-03-16 23:27:00,
7127,bryandamage,key q == key F2,2005-03-19 05:31:00,
7128,fry,key q == key F2,2005-03-19 21:54:00,
7129,ironwallaby,color() Object Speed Bottleneck,2005-03-29 00:31:00,
7130,Kha0S,color() Object Speed Bottleneck,2005-04-12 23:56:00,
7131,fjen,color() Object Speed Bottleneck,2005-04-12 23:59:00,
7132,Kha0S,color() Object Speed Bottleneck,2005-04-13 00:03:00,
7133,fry,color() Object Speed Bottleneck,2005-04-13 00:04:00,
7134,nay,splitStrings not on 069,2005-04-12 23:21:00,
7135,fry,splitStrings not on 069,2005-04-12 23:58:00,
7136,XIII,Exporting problem,2005-04-16 19:51:00,
7137,fry,Exporting problem,2005-04-16 20:54:00,
7138,Processing,Plea and guidelines,2003-01-20 11:30:00,
7139,pollux,Status bar,2003-05-01 21:04:00,
7140,Martin,Status bar,2003-05-02 01:44:00,
7141,benelek,Status bar,2003-05-02 15:49:00,
7142,pollux,Status bar,2003-05-02 22:45:00,
7143,Dimitre,download - broken link,2003-07-03 19:18:00,
7144,REAS,download - broken link,2003-08-08 20:56:00,
7145,benelek,sound reference,2003-08-07 05:34:00,
7146,REAS,sound reference,2003-08-07 06:15:00,
7147,[rocha],sound reference,2003-08-07 08:51:00,
7148,benelek,sound reference,2003-08-08 09:14:00,
7149,flight404,"Not a bug, an oversight?",2003-08-07 07:16:00,
7150,REAS,"Not a bug, an oversight?",2003-08-08 20:54:00,
7151,flight404,microphone,2003-08-07 07:30:00,
7152,REAS,microphone,2003-08-08 20:57:00,
7153,flight404,generate,2003-08-07 07:37:00,
7154,REAS,generate,2003-08-08 21:08:00,
7155,LigaMainz,saveBytes & saveString,2003-08-13 22:58:00,
7156,REAS,saveBytes & saveString,2003-08-14 01:42:00,
7157,flight404,type in volume reference,2003-08-14 06:49:00,
7158,REAS,type in volume reference,2003-09-01 20:25:00,
7159,flight404,Typos or odd English,2003-08-14 07:24:00,
7160,REAS,Typos or odd English,2003-08-14 18:42:00,
7161,scrap-pile,Typos or odd English,2003-08-19 07:27:00,
7162,REAS,Typos or odd English,2003-09-01 20:24:00,
7163,benelek,Typos or odd English,2003-09-02 08:11:00,
7164,rgovostes,Typos or odd English,2003-09-03 22:36:00,
7165,REAS,Typos or odd English,2003-09-03 23:49:00,
7166,flight404,SaveBytes and WriteBytes,2003-08-26 18:25:00,
7167,REAS,SaveBytes and WriteBytes,2003-08-27 21:16:00,
7168,flight404,SaveBytes and WriteBytes,2003-08-31 18:57:00,
7169,REAS,SaveBytes and WriteBytes,2003-09-01 20:23:00,
7170,mKoser,generate() - explaination err...,2003-08-26 18:42:00,
7171,REAS,generate() - explaination err...,2003-08-27 21:12:00,
7172,arielm,Typography / Helix won't compile with jikes,2003-09-01 01:40:00,
7173,REAS,Typography / Helix won't compile with jikes,2003-09-01 13:07:00,
7174,Peter Broadwell,Typography / Helix won't compile with jikes,2003-09-18 03:42:00,
7175,REAS,Typography / Helix won't compile with jikes,2003-09-23 02:20:00,
7176,TomC,ceil(),2003-09-01 11:51:00,
7177,REAS,ceil(),2003-09-01 13:02:00,
7178,pollux,variable input example,2003-09-03 23:54:00,
7179,REAS,variable input example,2003-09-17 02:40:00,
7180,scafativ,Base Lander link,2003-09-04 05:49:00,
7181,benelek,Base Lander link,2003-09-04 09:30:00,
7182,REAS,Base Lander link,2003-09-13 14:58:00,
7183,REAS,Base Lander link,2003-09-17 02:39:00,
7184,mrb,link to iterative convolution applet ,2003-09-07 04:24:00,
7185,REAS,link to iterative convolution applet ,2003-09-13 14:57:00,
7186,flight404,Software -> Exhibition,2003-09-13 21:25:00,
7187,REAS,Software -> Exhibition,2003-09-17 02:22:00,
7188,scafativ,variable input learning link,2003-09-14 06:07:00,
7189,REAS,variable input learning link,2003-09-17 02:39:00,
7190,scafativ,mousePressed() doc issue,2003-09-15 13:16:00,
7191,elout,splitFloats,2003-09-17 16:13:00,
7192,REAS,splitFloats,2003-09-21 23:48:00,
7193,pollux,Exhibition - William Ngan Website,2003-09-17 20:49:00,
7194,REAS,Exhibition - William Ngan Website,2003-09-17 22:06:00,
7195,arielm,download page has a js error,2003-09-19 01:03:00,
7196,REAS,download page has a js error,2003-09-19 01:07:00,
7197,mKoser,links on INFO-page,2003-09-19 01:34:00,
7198,REAS,links on INFO-page,2003-09-19 01:53:00,
7199,mKoser,links on INFO-page,2003-09-19 01:57:00,
7200,garyp,Page loading,2003-09-19 03:02:00,
7201,REAS,Page loading,2003-09-19 03:37:00,
7202,pwang,code example != applet?,2003-09-22 03:09:00,
7203,REAS,code example != applet?,2003-09-22 08:44:00,
7204,pwang,broken link,2003-09-23 21:33:00,
7205,Dan Melinger,broken link,2003-09-24 07:43:00,
7206,REAS,broken link,2003-09-24 18:32:00,
7207,mKoser,case ....old command or missing reference?,2003-09-25 03:20:00,
7208,benelek,case ....old command or missing reference?,2003-09-26 11:01:00,
7209,mKoser,case ....old command or missing reference?,2003-09-26 17:04:00,
7210,REAS,case ....old command or missing reference?,2003-09-26 17:39:00,
7211,mKoser,case ....old command or missing reference?,2003-09-26 18:58:00,
7212,REAS,case ....old command or missing reference?,2003-09-30 22:49:00,
7213,pwang,code bug,2003-09-27 08:45:00,
7214,REAS,code bug,2003-09-30 22:50:00,
7215,benelek,save(),2003-09-27 09:50:00,
7216,REAS,save(),2003-09-30 22:53:00,
7217,benelek,0062 reference correction,2003-09-27 09:27:00,
7218,fry,0062 reference correction,2003-09-27 14:43:00,
7219,elout,www.proce55ing.net on mozilla,2003-10-02 21:19:00,
7220,arielm,www.proce55ing.net on mozilla,2003-10-02 21:59:00,
7221,elout,www.proce55ing.net on mozilla,2003-10-02 22:32:00,
7222,pollux,typos/cut&paste stuff on actionscript //minor thin,2003-10-03 07:58:00,
7223,arielm,courses & workshops page: broken links...,2003-10-04 01:49:00,
7224,REAS,courses & workshops page: broken links...,2003-10-07 09:41:00,
7225,Koenie,navigation underlines,2003-10-07 21:27:00,
7226,amoeba,Moved: MacOS X image won't mount (OSX 10.2.8),2003-10-13 19:16:00,
7227,guillermo,small syntax error in loadBytes(),2003-10-20 05:59:00,
7228,REAS,small syntax error in loadBytes(),2003-10-30 20:41:00,
7229,REAS,lingo compare error,2003-10-24 05:39:00,
7230,REAS,textMode error,2003-10-28 17:55:00,
7231,REAS,textMode error,2003-10-30 20:44:00,
7232,Ates Goral,Reference Typos,2003-11-06 19:06:00,
7233,Ates Goral,Reference Typos,2003-11-17 05:28:00,
7234,REAS,Reference Typos,2003-11-17 19:25:00,
7235,REAS,Reference Typos,2003-11-17 19:29:00,
7236,BKW,Bad Link(s),2003-11-07 01:06:00,
7237,Martin,Bad Link(s),2003-11-07 03:47:00,
7238,REAS,Bad Link(s),2003-11-17 19:24:00,
7239,battey,pixels[] still ref's getPixel and setPixel,2003-11-15 04:16:00,
7240,REAS,pixels[] still ref's getPixel and setPixel,2003-11-17 19:24:00,
7241,vent,Moved: HEADER IMAGE NOT LOADING,2003-11-21 18:51:00,
7242,Martin,Reference Nitpicks,2003-12-22 19:29:00,
7243,REAS,Reference Nitpicks,2004-01-06 00:23:00,
7244,rgovostes,forumus maximus,2003-12-22 23:58:00,
7245,arielm,forumus maximus,2003-12-23 00:59:00,
7246,whiteflea,404,2004-01-12 01:06:00,
7247,REAS,404,2004-01-14 00:04:00,
7248,kevinP,text entry box too narrow,2004-01-16 09:21:00,
7249,Kevin Pfeiffer,Dead link,2004-01-17 13:05:00,
7250,REAS,Dead link,2004-01-17 21:01:00,
7251,rgovostes,exhibition page?,2004-01-18 04:15:00,
7252,REAS,exhibition page?,2004-01-18 08:58:00,
7253,rgovostes,exhibition page?,2004-01-19 17:56:00,
7254,whiteflea,run a linkchecker part 1/3,2004-01-27 11:18:00,
7255,whiteflea,run a linkchecker part 1/3,2004-01-27 11:18:00,
7256,whiteflea,run a linkchecker part 1/3,2004-01-27 11:19:00,
7257,REAS,run a linkchecker part 1/3,2004-01-30 03:06:00,
7258,ed,view source: wot no scrollbars?,2004-01-29 15:33:00,
7259,REAS,view source: wot no scrollbars?,2004-01-30 02:17:00,
7260,REAS,view source: wot no scrollbars?,2004-01-30 02:21:00,
7261,elout,pop-up Cinema Redux in exhibition,2004-01-29 18:49:00,
7262,REAS,pop-up Cinema Redux in exhibition,2004-01-30 01:49:00,
7263,flight404,pop-up Cinema Redux in exhibition,2004-01-30 17:02:00,
7264,REAS,pop-up Cinema Redux in exhibition,2004-01-30 19:49:00,
7265,kevinP,display problem with YaBB search results,2004-01-31 13:50:00,
7266,VL Nguyen,Reference:  Technotes:  URL problems,2004-02-07 00:20:00,
7267,REAS,Reference:  Technotes:  URL problems,2004-02-07 01:59:00,
7268,catalog,Safari: logged out from Discourse Section,2004-02-07 16:25:00,
7269,toxi_,Safari: logged out from Discourse Section,2004-02-07 16:40:00,
7270,catalog,Safari: logged out from Discourse Section,2004-02-08 17:44:00,
7271,Case,broken link,2004-02-09 21:56:00,
7272,mKoser,broken link,2004-02-10 13:50:00,
7273,REAS,broken link,2004-02-11 02:09:00,
7274,kevinP,delay(),2004-02-16 19:01:00,
7275,toxi_,delay(),2004-02-16 19:28:00,
7276,kevinP,delay(),2004-02-18 09:05:00,
7277,REAS,delay(),2004-07-08 03:26:00,
7278,der_rabe,mistake in example-code,2004-02-19 22:02:00,
7279,REAS,mistake in example-code,2005-04-16 10:16:00,
7280,jedierikb,loadStream,2004-02-22 05:46:00,
7281,bsr,loadStream,2004-03-16 14:33:00,
7282,meiy,"bug for this side, not in Processing",2004-03-22 00:14:00,
7283,TomC,"bug for this side, not in Processing",2004-03-22 01:01:00,
7284,kevin,saveFrame (minor documentation suggestion),2004-03-25 23:42:00,
7285,REAS,saveFrame (minor documentation suggestion),2004-03-26 01:13:00,
7286,Quasimondo,random() definition,2004-03-29 13:12:00,
7287,TomC,random() definition,2004-03-29 13:41:00,
7288,fry,random() definition,2004-03-29 16:58:00,
7289,mattgilbert,sonia's readChannel() example has read() instead,2004-04-23 19:27:00,
7290,antimony,serial,2004-04-27 04:06:00,
7291,REAS,serial,2004-04-27 08:49:00,
7292,lunetta,little suggestion on operations reference,2004-04-28 23:18:00,
7293,kevinP,little suggestion on operations reference,2004-06-01 11:43:00,
7294,TomC,little suggestion on operations reference,2004-06-01 13:01:00,
7295,TomC,little suggestion on operations reference,2004-06-01 13:04:00,
7296,kevinP,little suggestion on operations reference,2004-06-01 17:53:00,
7297,REAS,little suggestion on operations reference,2004-06-12 10:05:00,
7298,js,++,2004-05-18 12:57:00,
7299,TomC,++,2004-05-18 13:43:00,
7300,fry,++,2004-05-18 14:33:00,
7301,REAS,++,2004-05-18 21:56:00,
7302,REAS,++,2004-06-12 10:17:00,
7303,heliodrop,MM_openBrWindow same winName,2004-06-08 15:35:00,
7304,REAS,MM_openBrWindow same winName,2004-06-12 09:59:00,
7305,Juan M. Periáñez,MM_openBrWindow same winName,2004-06-12 10:29:00,
7306,heliodrop,MM_openBrWindow same winName,2004-06-12 19:51:00,
7307,kevinP,page missing from technotes (Timeblind),2004-06-08 21:22:00,
7308,REAS,page missing from technotes (Timeblind),2004-06-12 09:52:00,
7309,flight404,Ariel's Exhibition,2004-06-16 03:23:00,
7310,arielm,Ariel's Exhibition,2004-06-16 12:32:00,
7311,skloopy,Ariel's Exhibition,2004-06-16 20:26:00,
7312,arielm,Ariel's Exhibition,2004-06-16 22:57:00,
7313,REAS,Ariel's Exhibition,2004-06-16 23:27:00,
7314,arielm,Ariel's Exhibition,2004-06-17 00:48:00,
7315,REAS,Ariel's Exhibition,2004-06-17 02:53:00,
7316,arielm,Ariel's Exhibition,2004-06-17 11:59:00,
7317,REAS,Ariel's Exhibition,2004-06-17 13:35:00,
7318,Markavian,Time travelling news-writers,2004-06-19 22:19:00,
7319,kevinP,Time travelling news-writers,2004-06-20 20:20:00,
7320,REAS,Time travelling news-writers,2004-06-29 07:06:00,
7321,rgovostes,Forum 'bump' possible bug,2004-06-22 04:12:00,
7322,Markavian,Forum 'bump' possible bug,2004-06-22 19:04:00,
7323,amoeba,Forum 'bump' possible bug,2004-06-23 12:17:00,
7324,REAS,Forum 'bump' possible bug,2004-06-29 07:05:00,
7325,sanguinarium,website examples garbage collection?,2004-07-11 17:53:00,
7326,REAS,website examples garbage collection?,2004-07-12 05:22:00,
7327,sanguinarium,website examples garbage collection?,2004-07-12 11:28:00,
7328,sanguinarium,learning / examples navigation inconstistent,2004-07-11 18:03:00,
7329,REAS,learning / examples navigation inconstistent,2004-07-12 05:27:00,
7330,REAS,learning / examples navigation inconstistent,2004-07-13 00:04:00,
7331,sanguinarium,learning / examples navigation inconstistent,2004-08-02 13:48:00,
7332,tobt,no curvePoint() in the reference,2004-07-20 15:56:00,
7333,REAS,no curvePoint() in the reference,2004-07-20 16:56:00,
7334,smokinggun,5 New Libraries Link broken on index page,2004-07-21 21:17:00,
7335,TomC,5 New Libraries Link broken on index page,2004-07-21 22:24:00,
7336,REAS,5 New Libraries Link broken on index page,2004-07-22 03:33:00,
7337,narain,Exhibition Network Links replace each other,2004-07-25 14:01:00,
7338,REAS,Exhibition Network Links replace each other,2004-07-25 17:10:00,
7339,narain,Exhibition Network Links replace each other,2004-07-26 04:45:00,
7340,sanguinarium,reference: minimal number of curveVertexes,2004-08-02 13:39:00,
7341,sanguinarium,reference: minimal number of curveVertexes,2004-08-18 18:14:00,
7342,der_rabe,little mistake in the reference,2004-09-02 20:52:00,
7343,REAS,little mistake in the reference,2004-09-24 13:45:00,
7344,prawn,Sonia Volume,2004-09-17 21:05:00,
7345,REAS,Sonia Volume,2004-09-24 13:42:00,
7346,pitaru,Sonia Volume,2004-09-27 15:00:00,
7347,julie@egenius.com,missing link,2004-10-04 22:38:00,
7348,REAS,missing link,2004-10-15 21:09:00,
7349,metaphorz,"text(value, x, y, z) fails in version 0068",2004-10-17 20:54:00,
7350,metaphorz,"text(value, x, y, z) fails in version 0068",2004-10-17 21:27:00,
7351,metaphorz,"text(value, x, y, z) fails in version 0068",2004-10-18 02:20:00,
7352,fry,"text(value, x, y, z) fails in version 0068",2004-10-19 20:00:00,
7353,metaphorz,"text(value, x, y, z) fails in version 0068",2004-10-19 21:49:00,
7354,fry,"text(value, x, y, z) fails in version 0068",2004-10-20 01:40:00,
7355,Martin,learning -> courses,2004-11-05 16:50:00,
7356,REAS,learning -> courses,2004-11-07 19:10:00,
7357,Xmaz3,Bug in the Repeat  tutorials,2004-11-14 14:21:00,
7358,fjen,Bug in the Repeat  tutorials,2004-11-14 15:10:00,
7359,Vair,reference/learning and applets,2004-11-18 00:51:00,
7360,REAS,reference/learning and applets,2004-11-29 02:12:00,
7361,bsr,smileys....,2004-11-28 12:27:00,
7362,TomC,smileys....,2004-11-28 20:47:00,
7363,REAS,smileys....,2004-11-29 02:16:00,
7364,flight404,Scale() reference,2005-01-06 17:00:00,
7365,Processing,Scale() reference,2005-01-08 04:29:00,
7366,mKoser,Time travelling news-posters?,2005-01-15 19:02:00,
7367,REAS,Time travelling news-posters?,2005-02-02 05:32:00,
7368,fry,Time travelling news-posters?,2005-02-02 17:51:00,
7369,Ricard,Wrong source code for Ortho-type exhibition,2005-01-17 10:52:00,
7370,REAS,Wrong source code for Ortho-type exhibition,2005-01-18 02:21:00,
7371,marcello,life vs life source code,2005-01-17 11:11:00,
7372,Ricard,life vs life source code,2005-01-17 12:22:00,
7373,marcello,life vs life source code,2005-01-17 14:45:00,
7374,Ricard,life vs life source code,2005-01-17 16:04:00,
7375,TomC,life vs life source code,2005-01-17 16:09:00,
7376,marcello,life vs life source code,2005-01-18 14:18:00,
7377,mKoser,ortho-type applet problems,2005-01-17 16:44:00,
7378,mKoser,ortho-type applet problems,2005-01-17 22:57:00,
7379,Ricard,ortho-type applet problems,2005-01-18 01:14:00,
7380,REAS,ortho-type applet problems,2005-01-18 02:20:00,
7381,hjk,I can't see the images.,2005-01-24 16:49:00,
7382,cello,I can't see the images.,2005-01-24 17:32:00,
7383,The.Lucky.Mutt,Cellular Automata 1 bug,2005-02-03 08:46:00,
7384,REAS,Cellular Automata 1 bug,2005-04-16 10:13:00,
7385,poliphemuss,Sequential,2005-02-16 02:12:00,
7386,REAS,Sequential,2005-04-16 10:08:00,
7387,Ricard,Modulo reference,2005-02-21 15:32:00,
7388,REAS,Modulo reference,2005-04-16 10:07:00,
7389,mFredy,Missing References,2005-03-28 16:25:00,
7390,mFredy,Missing References,2005-03-31 23:08:00,
7391,arielm,new exhibition broken link,2005-04-04 17:25:00,
7392,REAS,new exhibition broken link,2005-04-16 09:59:00,
7393,bsr,broken link on libraries page,2005-04-09 02:12:00,
7394,REAS,broken link on libraries page,2005-04-16 09:57:00,
7395,der_rabe,still mistake in the reference,2005-04-14 21:06:00,
7396,REAS,still mistake in the reference,2005-04-16 09:56:00,
7397,adrien,help!,2002-08-22 23:52:00,
7398,adrien,help!,2002-08-22 23:54:00,
7399,adrien,help!,2002-08-22 23:56:00,
7400,fry,help!,2002-09-07 02:07:00,
7401,damille,mediation,2002-09-18 20:09:00,
7402,damille,mediation,2002-09-18 20:13:00,
7403,Processing,mediation,2002-09-19 14:30:00,
7404,damille,mediation,2002-09-19 15:00:00,
7405,Processing,mediation,2002-09-19 16:11:00,
7406,mKoser,making graphics fade out,2002-11-30 15:40:00,
7407,fry,making graphics fade out,2002-11-30 23:37:00,
7408,michael,i just don't get it,2002-12-12 06:44:00,
7409,REAS,i just don't get it,2002-12-12 11:28:00,
7410,michael,i just don't get it,2002-12-12 14:13:00,
7411,michael,i just don't get it,2002-12-12 18:30:00,
7412,REAS,i just don't get it,2002-12-12 21:12:00,
7413,benelek,i just don't get it,2003-01-07 09:08:00,
7414,mccutchen,Problems exporting to web,2002-12-15 22:45:00,
7415,Glen Murphy,Problems exporting to web,2002-12-16 04:23:00,
7416,mccutchen,Problems exporting to web,2002-12-17 17:44:00,
7417,gaza,Array problem,2003-01-15 16:07:00,
7418,fry,Array problem,2003-01-15 19:45:00,
7419,gaza,Array problem,2003-01-15 22:28:00,
7420,benelek,Array problem,2003-01-16 05:03:00,
7421,gaza,Array problem,2003-01-16 16:12:00,
7422,ezdac,screenGrab() online ?,2002-09-01 12:32:00,
7423,fry,screenGrab() online ?,2002-09-01 22:35:00,
7424,Peter,Wacom pressure data?,2003-02-13 14:12:00,
7425,fry,Wacom pressure data?,2003-02-14 02:10:00,
7426,pitaru,Wacom pressure data?,2003-02-14 03:53:00,
7427,pitaru,Math for 3D rotation,2003-02-13 20:06:00,
7428,Glen Murphy,Math for 3D rotation,2003-02-13 23:40:00,
7429,fry,Math for 3D rotation,2003-02-14 02:07:00,
7430,pitaru,Math for 3D rotation,2003-02-14 04:07:00,
7431,Glen Murphy,Math for 3D rotation,2003-02-14 04:43:00,
7432,Martin,Math for 3D rotation,2003-02-14 05:58:00,
7433,Katrin Lang,Math for 3D rotation,2003-06-28 13:51:00,
7434,pitaru,Math for 3D rotation,2003-06-28 14:04:00,
7435,katrin,Math for 3D rotation,2003-07-31 20:23:00,
7436,mKoser,Math for 3D rotation,2003-07-31 20:40:00,
7437,katrin,Math for 3D rotation,2003-07-31 21:20:00,
7438,benelek,RAM vs tape,2003-02-19 15:47:00,
7439,fry,RAM vs tape,2003-02-19 18:09:00,
7440,gkoshra,Langtons ant and setPixel() problems...,2003-02-20 15:03:00,
7441,gkoshra,Langtons ant and setPixel() problems...,2003-02-20 15:35:00,
7442,REAS,Langtons ant and setPixel() problems...,2003-02-20 16:49:00,
7443,gkoshra,Langtons ant and setPixel() problems...,2003-02-20 17:56:00,
7444,gkoshra,Langtons ant and setPixel() problems...,2003-02-21 15:09:00,
7445,gkoshra,Langtons ant and setPixel() problems...,2003-02-24 09:54:00,
7446,benelek,typography problem,2003-02-22 13:11:00,
7447,fry,typography problem,2003-02-22 16:06:00,
7448,benelek,typography problem,2003-02-23 07:11:00,
7449,pwang,Input 07:mouse function problem,2003-02-22 23:19:00,
7450,benelek,Input 07:mouse function problem,2003-02-23 00:56:00,
7451,pwang,Input 07:mouse function problem,2003-02-23 03:15:00,
7452,benelek,Input 07:mouse function problem,2003-02-23 05:58:00,
7453,fry,Input 07:mouse function problem,2003-02-24 06:32:00,
7454,REAS,Input 07:mouse function problem,2003-02-24 19:18:00,
7455,fry,Input 07:mouse function problem,2003-02-24 23:53:00,
7456,benelek,Input 07:mouse function problem,2003-02-25 03:55:00,
7457,Mindscout01,Linux or Windows?,2003-02-26 15:01:00,
7458,Mindscout01,Linux or Windows?,2003-02-26 15:04:00,
7459,v3ga,Recursion?,2003-03-01 11:14:00,
7460,Martin,Recursion?,2003-03-01 14:46:00,
7461,v3ga,Recursion?,2003-03-01 17:31:00,
7462,Martin,Recursion?,2003-03-01 18:53:00,
7463,v3ga,Recursion?,2003-03-02 23:26:00,
7464,Martin,Recursion?,2003-03-03 15:54:00,
7465,Martin,HELP! connecting two boxes,2003-03-12 19:11:00,
7466,_martin,HELP! connecting two boxes,2003-03-13 06:05:00,
7467,_martin,HELP! connecting two boxes,2003-03-13 06:10:00,
7468,benelek,HELP! connecting two boxes,2003-03-13 06:55:00,
7469,_martin,HELP! connecting two boxes,2003-03-13 06:57:00,
7470,benelek,HELP! connecting two boxes,2003-03-13 07:11:00,
7471,_martin,HELP! connecting two boxes,2003-03-13 08:19:00,
7472,benelek,HELP! connecting two boxes,2003-03-13 16:46:00,
7473,benelek,HELP! connecting two boxes,2003-03-14 07:46:00,
7474,_martin,HELP! connecting two boxes,2003-03-14 08:48:00,
7475,benelek,HELP! connecting two boxes,2003-03-14 12:17:00,
7476,Martin,HELP! connecting two boxes,2003-03-14 13:13:00,
7477,jbk303,multidimensional arrays,2003-04-02 13:15:00,
7478,benelek,multidimensional arrays,2003-04-02 14:31:00,
7479,jbk303,multidimensional arrays,2003-04-03 01:48:00,
7480,skloopy,Strange OutOfMemory/NullPointer Error,2003-04-04 09:44:00,
7481,Martin,Strange OutOfMemory/NullPointer Error,2003-04-04 09:58:00,
7482,skloopy,Strange OutOfMemory/NullPointer Error,2003-04-04 12:25:00,
7483,Martin,Strange OutOfMemory/NullPointer Error,2003-04-04 16:52:00,
7484,skloopy,Strange OutOfMemory/NullPointer Error,2003-04-04 19:40:00,
7485,Martin,Strange OutOfMemory/NullPointer Error,2003-04-05 07:20:00,
7486,benelek,Strange OutOfMemory/NullPointer Error,2003-04-06 07:01:00,
7487,skloopy,PuSHpopTransform,2003-04-07 06:20:00,
7488,Martin,PuSHpopTransform,2003-04-07 07:39:00,
7489,skloopy,PuSHpopTransform,2003-04-07 09:14:00,
7490,skloopy,PuSHpopTransform,2003-04-07 09:49:00,
7491,benelek,PuSHpopTransform,2003-04-08 00:18:00,
7492,skloopy,PuSHpopTransform,2003-04-17 11:04:00,
7493,fry,PuSHpopTransform,2003-05-01 16:47:00,
7494,skloopy,PuSHpopTransform,2003-05-03 20:22:00,
7495,miki,Triangles and Quads not drawing properly,2003-04-07 16:49:00,
7496,toxi,compile error but works in authoring mode,2003-04-01 19:20:00,
7497,pollux,compile error but works in authoring mode,2003-04-01 20:01:00,
7498,fry,compile error but works in authoring mode,2003-04-02 03:18:00,
7499,toxi,compile error but works in authoring mode,2003-04-02 12:56:00,
7500,fry,compile error but works in authoring mode,2003-04-04 17:05:00,
7501,pollux,transparent gifs and screen wraparound,2003-04-25 05:58:00,
7502,toxi,transparent gifs and screen wraparound,2003-04-27 22:25:00,
7503,pollux,transparent gifs and screen wraparound,2003-04-28 09:38:00,
7504,pollux,problems parsing server-side code,2003-04-25 13:39:00,
7505,pollux,problems parsing server-side code,2003-04-29 04:37:00,
7506,Dara Kilicoglu,BImage issue,2003-04-25 15:30:00,
7507,toxi,BImage issue,2003-04-25 19:33:00,
7508,REAS,BImage issue,2003-04-28 12:35:00,
7509,toxi,BImage issue,2003-04-28 15:17:00,
7510,Dara,BImage issue,2003-04-28 16:06:00,
7511,hgfischer,Remote image loading (BImage),2003-04-28 01:29:00,
7512,benelek,Remote image loading (BImage),2003-04-28 04:13:00,
7513,_martin,Remote image loading (BImage),2003-04-28 07:08:00,
7514,_martin,Remote image loading (BImage),2003-04-28 07:11:00,
7515,pollux,Remote image loading (BImage),2003-04-29 05:03:00,
7516,fry,Remote image loading (BImage),2003-05-01 16:41:00,
7517,hgfischer,Remote image loading (BImage),2003-05-01 23:36:00,
7518,RoBo,I have errors when println() is commented out,2003-05-13 22:13:00,
7519,arielm,I have errors when println() is commented out,2003-05-24 01:27:00,
7520,Xu1,Image background channel conflict?,2003-06-03 22:51:00,
